FIRST_NAME,LAST_NAME,EMAIL,GENDER,DOB_DD_MM_YYYY,USER_TYPE,ROLE,AGE,CLIENT_NAME,PROJECT_NAME,PROJECT_START_DATE,PROJECT_END_DATE,PROJECT_DURATION,PROJECT_CATEGORY,ALLOCATION_START,ALLOCATION_END,ALLOCATION_DURATION,WEEK_START,WEEK_END,ACTIVITY,COMMENTS,MON,TUE,WED,THUR,FRI,SAT,SUN,FLAG,TOTAL_WEEK_HOURS,HOURS_OVER_OR_UNDER,FEEDBACK_START_PERIOD,FEEDBACK_END_PERIOD,Q1,Q2,Q3,Q4,Q5,Q6,FEEDBACK_COMMENTS,ATTENDANCE_REGULARIZATION
Cloe,Spinley,cspinleyi@ebay.com,Male,18-12-1992,User,software_developper,32,Stanton and Sons,Software_Developper,2024-03-19,2024-04-23,35,Mid Cap Project,11-08-2023,01-09-2023,21,2023-04-25,2023-05-02,sales_activity,Task progress hindered by bureaucracy,3,7,11,9,1,10,8,True,49.0,9.0,2023-06-07,2023-06-14,4,1,4,4,3,3,Concerns about the project's alignment with organizational goals.,0
Prince,Nazaret,pnazaretj4@acquirethisname.com,Male,01-08-1984,User,intern,40,Doyle-Dietrich,Software_Developper,2023-06-26,2023-07-10,14,Small Cap Project,17-08-2023,14-09-2023,28,2024-03-09,2024-03-16,client_project,Need to improve conflict resolution skills,3,3,1,1,10,6,5,False,29.0,-11.0,,,,,,,,,,1
Cass,Hulkes,chulkesdx@fema.gov,Male,03-09-1975,User,software_developper,49,"Gerlach, Rosenbaum and Grimes",Software_Developper,2023-06-20,2023-07-04,14,Small Cap Project,06-04-2024,20-04-2024,14,2023-09-14,2023-09-21,client_project,Facing resistance to change from stakeholders,5,3,2,8,8,9,1,False,36.0,-4.0,2023-09-14,2023-09-21,1,5,5,5,1,4,Feeling frustrated with the project's lack of progress and clarit,0
Tawsha,Paridge,tparidge7w@furl.net,Male,01-02-1988,User,software_developper,36,Nolan-Thompson,Software_Developper,2023-06-25,2023-07-30,35,Mid Cap Project,05-03-2024,19-03-2024,14,2023-12-18,2023-12-25,sales_activity,Feeling valued and appreciated by team,6,6,1,3,2,2,11,False,31.0,-9.0,2023-07-30,2023-08-06,3,3,1,5,1,4,Concerns about the team's ability to meet project deadlines.,1
Myrtle,Bullerwell,mbullerwelle5@1688.com,Female,23-01-1983,User,consultant,41,Hand-Reichert,Software_Developper,2023-06-25,2023-07-16,21,Mid Cap Project,18-11-2023,16-12-2023,28,2023-06-09,2023-06-16,client_project,Facing resistance to change from stakeholders,5,1,3,12,6,5,2,True,34.0,-6.0,2023-06-11,2023-06-18,3,4,3,3,5,1,Seeking advice on managing project scope changes.,1
Alix,Withams,awithamsps@alexa.com,Female,07-07-1988,User,software_developper,36,Dickens-Tillman,Software_Developper,2023-10-16,2023-11-06,21,Mid Cap Project,25-03-2024,08-04-2024,14,2023-10-29,2023-11-05,bau,Enjoying working on current tasks,1,11,3,5,10,1,3,True,34.0,-6.0,2023-07-21,2023-07-28,2,1,1,3,5,2,Feeling unsupported in addressing team challenges.,1
Berti,Heinig,bheinig27@rediff.com,Male,13-09-1993,User,software_developper,31,Lang-Harvey,Software_Developper,2024-04-05,2024-05-03,28,Mid Cap Project,18-02-2024,10-03-2024,21,2023-12-24,2023-12-31,client_project,Feeling challenged by ambitious project goals,8,9,6,2,9,3,8,False,45.0,5.0,2023-10-08,2023-10-15,1,1,5,4,5,1,Feeling overwhelmed by competing priorities.,0
Janella,Scottrell,jscottrellff@rediff.com,Female,13-05-1980,User,consultant,44,Smith-Quigley,Software_Developper,2024-03-06,2024-04-03,28,Mid Cap Project,21-02-2024,13-03-2024,21,2023-07-16,2023-07-23,client_project,Feeling confident about progress made,11,9,10,9,2,2,3,False,46.0,6.0,2023-05-12,2023-05-19,2,4,4,5,2,3,Struggling with maintaining team cohesion during remote work.,0
Bing,Nicolls,bnicollsnf@tmall.com,Male,14-06-1992,User,consultant,32,O'Keefe Inc,Software_Developper,2023-10-06,2023-10-27,21,Mid Cap Project,01-07-2023,05-08-2023,35,2023-04-15,2023-04-22,client_project,Task requirements aligned with user needs,5,4,10,3,5,3,4,True,34.0,-6.0,2024-01-20,2024-01-27,5,1,3,3,3,5,Concerns about the project's direction.,1
Adorne,Bartkowiak,abartkowiakbp@timesonline.co.uk,Female,15-01-2002,User,software_developper,22,Hudson-Wisoky,Software_Developper,2023-12-07,2024-01-18,42,Mid Cap Project,28-08-2023,09-10-2023,42,2024-01-31,2024-02-07,client_project,Need to establish clearer project timelines,3,2,10,2,6,4,2,False,29.0,-11.0,2023-11-08,2023-11-15,5,2,3,1,3,1,Seeking guidance on managing project budgets and resource allocations.,1
Damon,Toffetto,dtoffettopl@census.gov,Female,12-08-1998,User,intern,26,Hettinger-Littel,Software_Developper,2024-04-20,2024-05-11,21,Mid Cap Project,22-08-2023,12-09-2023,21,2023-07-04,2023-07-11,sales_activity,Feeling confident about progress made,10,1,8,5,3,4,3,False,34.0,-6.0,2023-11-10,2023-11-17,5,5,4,1,1,4,Concerns about the project's risks and mitigation strategies.,1
Briny,Kittman,bkittmannd@dyndns.org,Male,04-09-1983,User,tribe_master,41,West LLC,Consulting,2023-07-07,2023-08-04,28,Mid Cap Project,23-03-2024,04-05-2024,42,2023-08-17,2023-08-24,bau,Feeling grateful for team collaboration,7,8,7,2,3,3,5,True,35.0,-5.0,2024-01-18,2024-01-25,1,2,4,4,2,3,Concerns about the team's communication gaps.,0
Chevy,Smitherman,csmitherman19@sciencedaily.com,Female,06-03-1984,User,consultant,40,"Beatty, Lockman and Ortiz",Software_Developper,2023-06-04,2023-07-02,28,Mid Cap Project,26-06-2023,17-07-2023,21,2023-04-25,2023-05-02,sales_activity,Task progress hindered by bureaucracy,3,7,11,9,1,10,8,True,49.0,9.0,2023-12-30,2024-01-06,4,5,4,3,3,3,Experiencing difficulties in delegating tasks effectively.,0
Damon,Toffetto,dtoffettopl@census.gov,Female,12-08-1998,User,intern,26,Paucek-Rutherford,Consulting,2023-04-14,2023-04-28,14,Small Cap Project,22-08-2023,12-09-2023,21,2023-07-04,2023-07-11,sales_activity,Feeling confident about progress made,10,1,8,5,3,4,3,False,34.0,-6.0,2023-11-10,2023-11-17,5,5,4,1,1,4,Concerns about the project's risks and mitigation strategies.,1
Poul,Candey,pcandeykz@ebay.com,Female,18-07-1987,User,consultant,37,"Jaskolski, Beatty and Metz",Software_Developper,2024-03-10,2024-04-21,42,Mid Cap Project,19-01-2024,01-03-2024,42,2023-08-27,2023-09-03,bau,Need to enhance cross-functional collaboration,11,7,8,1,1,4,2,True,34.0,-6.0,2024-02-09,2024-02-16,2,2,3,1,4,4,Feeling stressed due to the project's impact on team dynamics and morale.,1
Cointon,Barkes,cbarkeskc@dailymotion.com,Male,09-10-1980,User,consultant,44,Schmidt-McKenzie,Software_Developper,2023-08-31,2023-09-14,14,Small Cap Project,12-08-2023,02-09-2023,21,2024-01-06,2024-01-13,bau,Need to improve focus during work hours,2,8,12,9,2,7,9,False,49.0,9.0,,,,,,,,,,0
Kaycee,Olanda,kolanda5p@tinypic.com,Female,06-02-1998,User,software_developper,26,"Bergstrom, Kris and Hartmann",Consulting,2023-11-14,2023-11-28,14,Small Cap Project,29-02-2024,11-04-2024,42,2023-09-20,2023-09-27,client_project,Experiencing technical issues with software tools,1,3,5,11,1,3,7,True,31.0,-9.0,,,,,,,,,,1
Chiarra,Avrashin,cavrashin2p@fda.gov,Male,24-07-2000,User,software_developper,24,Yundt-MacGyver,Software_Developper,2024-03-08,2024-03-29,21,Mid Cap Project,13-07-2023,17-08-2023,35,2024-01-31,2024-02-07,client_project,Need to establish clearer project timelines,3,2,10,2,6,4,2,False,29.0,-11.0,,,,,,,,,,1
Dal,MacAleese,dmacaleeserm@cyberchimps.com,Male,03-09-1978,User,intern,46,Smith Group,Consulting,2023-05-08,2023-06-12,35,Mid Cap Project,09-10-2023,06-11-2023,28,2023-12-02,2023-12-09,client_project,Facing constraints due to resource limitations,1,12,6,7,3,8,4,False,41.0,1.0,2023-10-19,2023-10-26,3,1,4,4,1,2,Need support in improving my technical skills.,0
Nanon,Spowage,nspowagef9@sciencedaily.com,Male,14-10-1979,User,software_developper,45,Langworth and Sons,Software_Developper,2024-02-05,2024-02-26,21,Mid Cap Project,22-02-2024,07-03-2024,14,2024-03-09,2024-03-16,client_project,Need to improve conflict resolution skills,3,3,1,1,10,6,5,False,29.0,-11.0,,,,,,,,,,1
Briny,Kittman,bkittmannd@dyndns.org,Male,04-09-1983,User,tribe_master,41,"Beatty, Lockman and Ortiz",Software_Developper,2023-06-04,2023-07-02,28,Mid Cap Project,23-03-2024,04-05-2024,42,2024-01-31,2024-02-07,bau,Facing interruptions during work hours,4,8,3,5,6,6,6,False,38.0,-2.0,2023-06-18,2023-06-25,3,4,3,2,3,3,Struggling to cope with changing project requirements.,0
Mose,Ganforthe,mganfortheqk@gov.uk,Male,06-02-1990,User,intern,34,"McCullough, Kilback and Cronin",Software_Developper,2023-08-02,2023-09-13,42,Mid Cap Project,02-12-2023,30-12-2023,28,2024-03-17,2024-03-24,client_project,Facing resistance to proposed changes,5,10,9,5,1,3,8,False,41.0,1.0,,,,,,,,,,0
Poul,Candey,pcandeykz@ebay.com,Female,18-07-1987,User,consultant,37,Cummings Inc,Consulting,2024-03-18,2024-04-22,35,Mid Cap Project,19-01-2024,01-03-2024,42,2023-08-27,2023-09-03,bau,Need to enhance cross-functional collaboration,11,7,8,1,1,4,2,True,34.0,-6.0,2024-02-09,2024-02-16,2,2,3,1,4,4,Feeling stressed due to the project's impact on team dynamics and morale.,1
Damon,Toffetto,dtoffettopl@census.gov,Female,12-08-1998,User,intern,26,Lang-Harvey,Software_Developper,2024-04-05,2024-05-03,28,Mid Cap Project,22-08-2023,12-09-2023,21,2023-05-08,2023-05-15,client_project,Feeling confident about progress made,7,7,10,5,4,8,2,True,43.0,3.0,2023-11-10,2023-11-17,5,5,4,1,1,4,Concerns about the project's risks and mitigation strategies.,0
Kirbee,Rosiello,krosielloqr@symantec.com,Female,02-07-1979,User,tribe_master,45,"Mayer, Marquardt and Heathcote",Software_Developper,2024-02-08,2024-02-29,21,Mid Cap Project,15-10-2023,12-11-2023,28,2024-02-10,2024-02-17,client_project,Need to enhance cross-functional collaboration,9,5,4,3,5,4,1,False,31.0,-9.0,2023-07-03,2023-07-10,5,5,3,4,3,1,Need assistance in managing stakeholder expectations effectively.,1
Cointon,Barkes,cbarkeskc@dailymotion.com,Male,09-10-1980,User,consultant,44,"Kautzer, McKenzie and Lockman",Software_Developper,2024-03-15,2024-04-05,21,Mid Cap Project,22-02-2024,28-03-2024,35,2024-03-26,2024-04-02,bau,Task complexity higher than anticipated,1,3,8,5,9,5,2,True,33.0,-7.0,,,,,,,,,,1
Tiertza,Stowgill,tstowgill34@bloglines.com,Male,07-04-1982,User,consultant,42,Ledner LLC,Software_Developper,2023-10-30,2023-11-27,28,Mid Cap Project,11-09-2023,16-10-2023,35,2024-02-10,2024-02-17,client_project,Need to enhance cross-functional collaboration,9,5,4,3,5,4,1,False,31.0,-9.0,2024-02-18,2024-02-25,3,1,4,2,4,3,Feeling overwhelmed by the number of project meetings.,1
Cloe,Spinley,cspinleyi@ebay.com,Male,18-12-1992,User,software_developper,32,Koepp Inc,Consulting,2023-05-03,2023-06-07,35,Mid Cap Project,11-08-2023,01-09-2023,21,2024-01-27,2024-02-03,sales_activity,Facing interruptions during work hours,5,12,3,8,1,4,6,False,39.0,-1.0,2023-09-14,2023-09-21,3,5,5,1,5,2,Feeling stressed due to the project's impact on team dynamics and morale.,0
Marilee,Bogue,mbogueqe@discuz.net,Female,20-04-1998,User,software_developper,26,Howell-Bernhard,Software_Developper,2024-04-02,2024-05-07,35,Mid Cap Project,21-10-2023,11-11-2023,21,2023-09-27,2023-10-04,bau,Need to establish clearer project timelines,2,4,3,5,3,3,8,True,28.0,-12.0,2024-02-28,2024-03-06,2,1,3,1,3,1,Concerns about the team's alignment with project objectives.,1
Pammi,Asals,pasalscz@wordpress.com,Female,14-11-1995,User,software_developper,29,"Bradtke, Hayes and Ortiz",Intern,2023-11-11,2023-12-16,35,Mid Cap Project,18-09-2023,09-10-2023,21,2023-08-27,2023-09-03,bau,Need to enhance cross-functional collaboration,11,7,8,1,1,4,2,True,34.0,-6.0,2023-11-04,2023-11-11,2,2,5,1,5,3,Struggling to maintain motivation during long-term projects.,1
Anatollo,Le-Good,alegoodde@about.me,Male,20-02-1999,User,software_developper,25,Harber-Feeney,Software_Developper,2023-04-24,2023-05-08,14,Small Cap Project,09-10-2023,23-10-2023,14,2023-08-05,2023-08-12,sales_activity,Struggling to prioritize tasks effectively,11,3,8,9,2,1,1,False,35.0,-5.0,2023-10-29,2023-11-05,4,3,1,1,5,5,Feeling unrecognized for my contributions.,0
Nadeen,Guidera,nguidera1y@a8.net,Female,10-07-1981,User,software_developper,43,"Ernser, Blanda and Jast",Software_Developper,2023-12-16,2023-12-30,14,Small Cap Project,15-11-2023,20-12-2023,35,2023-12-18,2023-12-25,bau,Facing challenges with time tracking,9,7,2,4,1,8,2,True,33.0,-7.0,2023-10-10,2023-10-17,4,1,4,5,3,3,Struggling with communication barriers within the team.,1
Nady,Hellwich,nhellwichgj@mayoclinic.com,Female,11-12-1990,User,intern,34,Jast and Sons,Software_Developper,2024-01-29,2024-02-12,14,Small Cap Project,09-09-2023,23-09-2023,14,2024-02-27,2024-03-05,bau,Feeling confident in problem-solving abilities,5,5,8,9,10,9,6,False,52.0,12.0,2023-09-14,2023-09-21,4,3,2,4,5,1,Feeling stressed due to the project's impact on team dynamics and morale.,0
Malynda,Wheowall,mwheowallep@boston.com,Female,31-10-1980,User,consultant,44,Wiza LLC,Consulting,2023-10-07,2023-10-21,14,Small Cap Project,24-09-2023,15-10-2023,21,2024-01-22,2024-01-29,sales_activity,Task requirements changed without notice,2,3,5,11,9,12,8,True,50.0,10.0,2024-02-19,2024-02-26,5,2,3,3,1,2,Feeling stressed due to lack of work-life balance.,0
Maddy,Fendley,mfendley9n@chron.com,Female,26-07-1988,User,consultant,36,"Trantow, Bednar and Hills",Consulting,2023-12-07,2023-12-21,14,Small Cap Project,30-11-2023,21-12-2023,21,2023-05-31,2023-06-07,sales_activity,Experiencing delays due to external factors,3,5,12,2,5,1,4,False,32.0,-8.0,2023-05-20,2023-05-27,3,2,4,5,1,4,Feeling unsupported in addressing project issues effectively.,1
Nadeen,Guidera,nguidera1y@a8.net,Female,10-07-1981,User,software_developper,43,Lockman LLC,Software_Developper,2023-04-21,2023-05-05,14,Small Cap Project,15-11-2023,20-12-2023,35,2023-12-18,2023-12-25,bau,Facing challenges with time tracking,9,7,2,4,1,8,2,True,33.0,-7.0,2023-10-10,2023-10-17,4,1,4,5,3,3,Struggling with communication barriers within the team.,1
Allison,Reinbach,areinbach8c@unicef.org,Male,13-05-1998,User,intern,26,"Crist, Harvey and Heaney",Software_Developper,2023-08-19,2023-09-23,35,Mid Cap Project,26-10-2023,23-11-2023,28,2024-01-11,2024-01-18,client_project,Feeling enthusiastic about project progress,5,5,3,10,3,4,3,True,33.0,-7.0,2024-01-11,2024-01-18,2,1,2,2,5,3,Experiencing difficulties in managing project budgets.,1
Cointon,Barkes,cbarkeskc@dailymotion.com,Male,13-11-1999,User,consultant,25,"Kautzer, McKenzie and Lockman",Software_Developper,2024-03-15,2024-04-05,21,Mid Cap Project,22-02-2024,28-03-2024,35,2024-03-26,2024-04-02,bau,Task complexity higher than anticipated,1,3,8,5,9,5,2,True,33.0,-7.0,,,,,,,,,,1
Dal,MacAleese,dmacaleeserm@cyberchimps.com,Female,03-08-1977,User,intern,47,Zemlak LLC,Software_Developper,2024-01-28,2024-02-18,21,Mid Cap Project,09-10-2023,06-11-2023,28,2024-02-24,2024-03-02,client_project,Feeling overwhelmed by project complexity,11,12,3,12,9,5,4,True,56.0,16.0,2023-04-19,2023-04-26,4,4,3,5,4,2,Seeking guidance on managing project complexities and challenges effectively.,0
Jarvis,Arter,jartermc@google.com.br,Female,01-04-2001,User,software_developper,23,"Walker, Williamson and Reilly",Software_Developper,2023-04-22,2023-05-06,14,Small Cap Project,07-09-2023,19-10-2023,42,2024-03-29,2024-04-05,client_project,Need to prioritize tasks more effectively,10,10,12,4,7,11,1,False,55.0,15.0,2023-04-26,2023-05-03,5,5,3,1,2,2,Need support in handling client expectations.,0
Cloe,Spinley,cspinleyi@ebay.com,Female,01-04-1982,User,software_developper,42,"Beatty, Lockman and Ortiz",Software_Developper,2023-06-04,2023-07-02,28,Mid Cap Project,11-08-2023,01-09-2023,21,2023-04-25,2023-05-02,sales_activity,Task progress hindered by bureaucracy,3,7,11,9,1,10,8,True,49.0,9.0,2023-09-14,2023-09-21,3,5,5,1,5,2,Feeling stressed due to the project's impact on team dynamics and morale.,0
Poul,Candey,pcandeykz@ebay.com,Female,18-07-1987,User,consultant,37,"Bradtke, Hayes and Ortiz",Intern,2023-11-11,2023-12-16,35,Mid Cap Project,19-01-2024,01-03-2024,42,2023-08-27,2023-09-03,bau,Need to enhance cross-functional collaboration,11,7,8,1,1,4,2,True,34.0,-6.0,2024-02-09,2024-02-16,2,2,3,1,4,4,Feeling stressed due to the project's impact on team dynamics and morale.,1
Cloe,Spinley,cspinleyi@ebay.com,Female,01-04-1982,User,software_developper,42,"Beatty, Lockman and Ortiz",Software_Developper,2023-06-04,2023-07-02,28,Mid Cap Project,11-08-2023,01-09-2023,21,2023-04-29,2023-05-06,sales_activity,Feeling empowered to make decisions,1,11,4,5,4,2,1,False,28.0,-12.0,2023-06-07,2023-06-14,4,1,4,4,3,3,Concerns about the project's alignment with organizational goals.,1
Myrtle,Bullerwell,mbullerwelle5@1688.com,Female,23-01-1983,User,consultant,41,"Dooley, Kozey and Runolfsson",Consulting,2023-07-27,2023-08-31,35,Mid Cap Project,21-09-2023,05-10-2023,14,2023-10-16,2023-10-23,sales_activity,Need assistance,1,8,1,3,8,8,5,False,34.0,-6.0,2023-06-11,2023-06-18,3,4,3,3,5,1,Seeking advice on managing project scope changes.,1
Maddy,Fendley,mfendley9n@chron.com,Female,26-07-1988,User,consultant,36,"Trantow, Bednar and Hills",Consulting,2023-12-07,2023-12-21,14,Small Cap Project,30-11-2023,21-12-2023,21,2023-12-18,2023-12-25,sales_activity,Feeling valued and appreciated by team,6,6,1,3,2,2,11,False,31.0,-9.0,2024-02-29,2024-03-07,3,3,1,3,4,3,Struggling with maintaining project stakeholder relationships and engagement.,1
Nanon,Spowage,nspowagef9@sciencedaily.com,Male,17-03-1987,User,software_developper,37,Doyle-Dietrich,Software_Developper,2023-06-26,2023-07-10,14,Small Cap Project,22-02-2024,07-03-2024,14,2024-03-14,2024-03-21,client_project,Need better communication from project stakeholders,7,5,2,4,1,6,9,False,34.0,-6.0,,,,,,,,,,1
Nady,Hellwich,nhellwichgj@mayoclinic.com,Female,09-04-2000,User,intern,24,Jast and Sons,Software_Developper,2024-01-29,2024-02-12,14,Small Cap Project,09-09-2023,23-09-2023,14,2023-08-08,2023-08-15,bau,Working efficiently with time management techniques,9,11,9,3,12,3,10,True,57.0,17.0,2023-09-14,2023-09-21,4,3,2,4,5,1,Feeling stressed due to the project's impact on team dynamics and morale.,0
Maddy,Fendley,mfendley9n@chron.com,Female,26-07-1988,User,consultant,36,Nolan-Thompson,Software_Developper,2023-06-25,2023-07-30,35,Mid Cap Project,30-11-2023,21-12-2023,21,2023-12-18,2023-12-25,sales_activity,Feeling valued and appreciated by team,6,6,1,3,2,2,11,False,31.0,-9.0,2024-02-29,2024-03-07,3,3,1,3,4,3,Struggling with maintaining project stakeholder relationships and engagement.,1
Cathryn,Stapylton,cstapyltonat@engadget.com,Female,20-04-1990,User,consultant,34,Kohler-Blanda,Consulting,2023-09-06,2023-09-20,14,Small Cap Project,27-10-2023,17-11-2023,21,2023-08-25,2023-09-01,bau,Need to improve conflict resolution skills,5,5,4,9,10,10,4,True,47.0,7.0,2023-10-08,2023-10-15,5,3,3,3,1,3,Concerns about the project's impact on team members' workload and well-being.,0
Chevy,Smitherman,csmitherman19@sciencedaily.com,Female,06-03-1984,User,consultant,40,West LLC,Consulting,2023-07-07,2023-08-04,28,Mid Cap Project,26-06-2023,17-07-2023,21,2023-05-19,2023-05-26,client_project,Facing communication issues with team,5,9,6,8,5,5,4,False,42.0,2.0,2023-09-19,2023-09-26,1,1,4,2,4,1,Seeking advice on handling difficult conversations.,0
Nadeen,Guidera,nguidera1y@a8.net,Female,10-07-1981,User,software_developper,43,Lockman LLC,Software_Developper,2023-04-21,2023-05-05,14,Small Cap Project,15-11-2023,20-12-2023,35,2023-12-18,2023-12-25,bau,Facing challenges with time tracking,9,7,2,4,1,8,2,True,33.0,-7.0,2023-10-10,2023-10-17,4,1,4,5,3,3,Struggling with communication barriers within the team.,1
Janene,McEllen,jmcellenr3@php.net,Male,06-08-1983,User,software_developper,41,Conroy-Huel,Software_Developper,2024-01-14,2024-02-18,35,Mid Cap Project,09-12-2023,13-01-2024,35,2024-04-05,2024-04-12,sales_activity,Facing resistance to change from stakeholders,10,5,4,7,4,2,5,True,37.0,-3.0,2024-03-19,2024-03-26,1,1,1,4,1,1,Concerns about the team's ability to adapt to change.,0
Kirbee,Rosiello,krosielloqr@symantec.com,Female,02-07-1979,User,tribe_master,45,"Leannon, Mueller and Shanahan",Consulting,2023-12-16,2024-01-20,35,Mid Cap Project,15-10-2023,12-11-2023,28,2024-02-10,2024-02-17,client_project,Need to enhance cross-functional collaboration,9,5,4,3,5,4,1,False,31.0,-9.0,2024-01-03,2024-01-10,3,2,3,4,5,2,Need assistance in managing stakeholder expectations.,1
Kimberlyn,MacCaughey,kmaccaugheycv@archive.org,Male,08-03-1982,User,consultant,42,Mayert Inc,Software_Developper,2024-04-04,2024-05-02,28,Mid Cap Project,03-08-2023,31-08-2023,28,2023-08-05,2023-08-12,client_project,Experiencing technical issues with software tools,4,8,4,8,1,1,8,False,34.0,-6.0,2024-04-03,2024-04-10,2,5,4,5,5,2,Feeling unsupported in addressing project conflicts.,1
Briny,Kittman,bkittmannd@dyndns.org,Male,04-09-1983,User,tribe_master,41,West LLC,Consulting,2023-07-07,2023-08-04,28,Mid Cap Project,23-03-2024,04-05-2024,42,2023-04-29,2023-05-06,sales_activity,Feeling empowered to make decisions,1,11,4,5,4,2,1,False,28.0,-12.0,2023-06-18,2023-06-25,3,4,3,2,3,3,Struggling to cope with changing project requirements.,1
